year;weekofyear;total_cases;precipitation_amt_mm;reanalysis_air_temp_k;reanalysis_avg_temp_k;reanalysis_dew_point_temp_k;reanalysis_max_air_temp_k;reanalysis_min_air_temp_k;reanalysis_precip_amt_kg_per_m2;reanalysis_relative_humidity_percent;reanalysis_sat_precip_amt_mm;reanalysis_specific_humidity_g_per_kg;reanalysis_tdtr_k;station_avg_temp_c;station_diur_temp_rng_c;station_max_temp_c;station_min_temp_c;station_precip_mm
1991;21;10;51.16;298.5842857;298.4571429;295.1242857;300.4;297;59.3;81.30142857;51.16;16.50142857;1.857142857;27.38571429;6.7;31.7;22.8;3.6
1991;22;15;55.37;298.8085714;298.8857143;295.2742857;301.1;297.3;43.4;81.08857143;55.37;16.64571429;2.142857143;27.94285714;7.014285714;33.3;23.3;5.6
1991;23;19;8.08;299.5185714;299.75;294.9257143;301.6;297.4;5;76.07428571;8.08;16.32428571;2.871428571;28.07142857;7.5;33.3;23.3;20.6
1991;24;21;6.09;299.8914286;300.0714286;295.4928571;301.8;298.4;5.82;77.03571429;6.09;16.88285714;2.4;28.22857143;7.971428571;33.9;23.9;9.4
1991;25;14;44.25;299.7757143;299.9714286;296.3;301.9;298.4;17;81.42142857;44.25;17.70428571;2.171428571;28.92857143;7.142857143;33.9;25;3.3
1991;26;18;73.76;299.41;299.4785714;296.2285714;302.5;297.7;37.8;82.74571429;73.76;17.62857143;2.042857143;27.91428571;7.4;32.8;22.8;12.4
1991;27;13;26.7;299.3714286;299.3857143;295.9457143;302.4;297.4;51.99;81.69428571;26.7;17.35285714;2.142857143;28.37142857;6.6;32.8;23.9;24.7
1991;28;14;6.13;300.0014286;300.1714286;295.7914286;302.1;297.9;18.7;77.87714286;6.13;17.15142857;2.428571429;28.41428571;6.671428571;32.8;24.4;4.6
1991;29;18;29.67;300.2342857;300.3428571;296.0814286;302.2;298.6;23.6;78.24142857;29.67;17.47285714;2.428571429;28.8;6.914285714;33.9;23.9;12.2
1991;30;23;56.58;299.8085714;299.9785714;296.3328571;302.1;298.2;27.4;81.48285714;56.58;17.73428571;2.242857143;28;5.885714286;32.8;24.4;43.1
1991;31;25;48.41;299.8528571;299.9642857;296.4785714;302;298.3;34.39;81.89714286;48.41;17.87857143;2.3;28.57142857;6.342857143;33.3;25;18
1991;32;62;13.29;299.8314286;299.8642857;296.4685714;301.8;298.1;31.5;81.96;13.29;17.89571429;2.242857143;28.5;6.514285714;32.8;24.4;12.5
1991;33;60;0;300.42;300.65;296.4842857;302.8;298.7;20.4;79.19714286;0;17.91142857;2.185714286;29.42857143;5.471428571;33.3;25.6;3.3
1991;34;76;51.88;300.3114286;300.3857143;296.5814286;302.6;298.3;25.47;80.25571429;51.88;18.01142857;2.4;29.27142857;7.514285714;34.4;24.4;1.5
1991;35;66;55.2;300.1171429;300.2;296.67;302.3;298.6;23.8;81.59428571;55.2;18.09142857;2.371428571;28.15714286;7;32.2;23.9;10.7
1991;36;64;65.9;300.1057143;300.15;296.7985714;302.3;298.4;42.33;82.31;65.9;18.26285714;2.128571429;28.94285714;7.542857143;34.4;24.4;27.2
1991;37;68;33.56;300.54;300.6357143;296.4514286;302.8;298.7;11.4;78.62714286;33.56;17.89571429;3.042857143;28.97142857;7.7;33.9;23.3;61
1991;38;89;29.53;300.5271429;300.6;296.9014286;303;298.8;28.8;80.87714286;29.53;18.4;2.457142857;28.91428571;6.8;33.3;24.4;7.9
1991;39;92;73.55;300.06;300.05;296.59;302.4;298.2;77.5;81.42428571;73.55;18.04428571;2.071428571;28.14285714;6.685714286;32.8;24.4;31.8
1991;40;140;31.68;299.65;299.6928571;296.3971429;301.6;298.3;60;82.48571429;31.68;17.85;2.042857143;27.74285714;6.914285714;32.8;23.3;26.5
1991;41;116;32.1;299.5628571;299.6714286;295.8871429;302;297.6;55.1;80.51571429;32.1;17.34428571;2.257142857;27.65714286;6.614285714;31.7;22.8;8.3
1991;42;142;3.29;299.8971429;299.9214286;296.0185714;302;298.1;31.19;79.38285714;3.29;17.43142857;2.3;28.54285714;7.628571429;33.9;24.4;21.3
1991;43;129;50.24;299.8914286;299.9928571;295.4557143;302;298;12.6;76.77714286;50.24;16.85;2.814285714;27.82857143;7.085714286;32.8;23.3;3.5
1991;44;140;72.61;299.9057143;299.9928571;295.9185714;302.4;298.1;26.83;78.98714286;72.61;17.37571429;3.042857143;28.11428571;7.257142857;32.8;24.4;4.8
1991;45;140;42.92;299.09;299.2785714;295.5671429;302.6;297.3;74.83;81.05857143;42.92;16.96714286;2.9;27.18571429;6.757142857;32.2;22.8;41.4
1991;46;127;78.73;298.6857143;298.7857143;295.6157143;301;297.4;72.7;83.51428571;78.73;17.06142857;1.971428571;26.65714286;6.742857143;31.1;22.2;28.2
1991;47;129;0;298.6985714;298.7071429;294.03;300.8;297.1;15.1;75.54857143;0;15.46;2.271428571;26.31428571;6.814285714;30;22.2;9.4
1991;48;169;35.34;298.3757143;298.5;294.9385714;301.1;296.9;78.43;81.48571429;35.34;16.32285714;2.028571429;26.27142857;6.585714286;30;22.2;76.2
1991;49;141;0;298.6428571;298.8428571;294.9742857;300.5;297.7;35.1;80.27571429;0;16.34;1.8;26.72857143;6.057142857;30.6;23.3;19.6
1991;50;108;0;298.5185714;298.5928571;294.5142857;300.2;297.3;26.8;78.62142857;0;15.88428571;2.014285714;25.61428571;5.857142857;29.4;21.7;34.2
1991;51;78;0;298.0842857;298.1357143;292.8657143;299.6;296.6;8.76;72.86142857;0;14.33571429;2.071428571;25;6.157142857;28.9;20.6;6.1
1991;52;70;0;296.5214286;296.5071429;292.0457143;299.2;294.3;19.3;76.12714286;0;13.63571429;2.214285714;24.35714286;6.185714286;28.3;19.4;13.7
1992;2;104;200.85;297.9128571;298.1214286;294.4571429;300.4;296.1;18.3;81.3;200.85;15.87857143;2.3;25.65714286;7.5;30.6;20.6;58.2
1992;3;90;3.12;297.3385714;297.4857143;294.4671429;300.2;295.6;19.8;84.11714286;3.12;15.83285714;1.857142857;25.47142857;6.171428571;31.1;21.7;32.3
1992;4;85;0;297.0914286;297.3357143;293.0214286;299.5;295.6;5.11;78.29142857;0;14.48285714;2.357142857;24.85714286;7.442857143;30.6;20;1.3
1992;5;55;0;297.42;297.55;292.7185714;299.3;295.5;6.5;75.22;0;14.18571429;2.442857143;24.8;6.585714286;28.9;20;9.2
1992;6;53;0;296.92;297.1285714;292.6171429;300.7;294.5;16.2;77.05857143;0;14.12285714;3.4;24.71428571;7.357142857;30.6;20;3
1992;7;65;35.47;297.7985714;298.0571429;294.65;300.2;295.3;20.1;82.87571429;35.47;16.06;2.2;26.02857143;6.571428571;32.2;20;1.3
1992;8;33;35.47;297.8985714;298.1071429;293.6285714;300.1;296.3;4.4;77.29571429;35.47;15.01285714;2.585714286;25.75714286;7.385714286;33.9;21.7;8.9
1992;9;38;35.47;297.4728571;297.6785714;292.9671429;299.3;296.3;14.4;76.03714286;35.47;14.38142857;2.414285714;25.28571429;6.171428571;29.4;21.7;16
1992;10;59;0;297.6514286;297.8;293.3171429;299.8;295.7;5.5;76.87857143;0;14.70142857;2.314285714;25.65714286;7.814285714;31.1;20.6;2.9
1992;11;40;23.22;297.6342857;297.7857143;293.54;299.6;296.1;12.6;78.05714286;23.22;14.94428571;2.514285714;25.78571429;7.757142857;31.7;21.7;5.9
1992;12;37;0;297.9471429;298.15;293.7085714;300.4;295.5;3.56;77.50571429;0;15.13571429;2.7;26.1;7.857142857;31.1;21.7;4.8
1992;13;29;0;297.2185714;297.4285714;293.5785714;300.3;295.8;21;80.23857143;0;14.96857143;2.8;26.2;5.714285714;32.2;22.2;2.3
1992;14;30;122.27;297.9828571;298.0714286;293.8842857;300.2;296;16.2;78.06714286;122.27;15.26428571;2.742857143;26.22857143;7.528571429;31.1;21.7;24.1
1992;15;30;43.21;298.6828571;298.8785714;294.1957143;301.6;295.9;11.1;76.37571429;43.21;15.61285714;3.614285714;26.98571429;7.842857143;32.8;21.7;0
1992;16;28;83.11;297.8314286;298;294.9428571;300.4;296.6;70.6;84.18428571;83.11;16.32428571;2.142857143;26.81428571;5.885714286;31.7;22.8;24.5
1992;17;23;36.16;298.0885714;298.2571429;294.0485714;300.6;296.5;25.8;78.42571429;36.16;15.45285714;2.828571429;26.67142857;7.242857143;31.7;22.2;4.6
1992;18;24;0;298.1971429;298.5214286;293.4;302.1;295.6;4;74.93285714;0;14.9;3.614285714;27.37142857;6.5;33.9;23.3;1.6
1992;19;29;13.92;298.3357143;298.4428571;294.2214286;302.1;296;45;78.48;13.92;15.75;3;26.78571429;6.914285714;33.9;22.2;32
1992;20;26;2.94;298.3342857;298.5142857;294.2757143;300.4;296.4;27.5;78.38142857;2.94;15.68714286;2.228571429;27.44285714;5.957142857;31.1;22.8;8.1
1992;21;23;71.85;298.4085714;298.5571429;295.7671429;301;296.8;570.5;85.64714286;71.85;17.23285714;2.714285714;27.85714286;6.771428571;32.8;23.3;22.1
1992;22;20;186.25;298.6157143;298.75;296.3342857;301.4;297;130.3;87.30142857;186.25;17.83285714;2.357142857;27.42857143;5.957142857;31.7;23.9;80.2
1992;23;19;42.24;299.1042857;299.2285714;296.5228571;301;297.8;50;85.82714286;42.24;17.99571429;2.114285714;27.5;6.914285714;31.7;22.8;103.9
1992;24;20;43.21;298.9014286;298.9642857;296.1542857;300.5;297.6;43.8;84.87;43.21;17.57;1.985714286;28.2;6.871428571;32.8;24.4;102.4
1992;25;26;52.07;298.9314286;298.9571429;296.0428571;301;297;37.1;84.24857143;52.07;17.44142857;2;28.28571429;6.742857143;32.8;24.4;29.8
1992;26;29;52.96;299.5685714;299.55;296.3842857;301.8;298;33.7;82.77714286;52.96;17.80714286;1.728571429;28.48571429;7.028571429;32.8;23.9;5.4
1992;27;31;10.74;300.1771429;300.3785714;296.2757143;301.8;298.3;10;79.33428571;10.74;17.66714286;2.271428571;29.22857143;6.642857143;33.3;25.6;3.1
1992;28;28;1.86;300.2857143;300.5642857;296.1985714;302.2;298.7;5.4;78.49714286;1.86;17.56857143;2.785714286;28.72857143;6.614285714;32.8;24.4;1.8
1992;29;26;94.14;299.79;299.8285714;296.0528571;301.8;298;46.1;80.15;94.14;17.43;2;27.62857143;6.042857143;31.7;23.9;45.2
1992;30;32;33.51;299.2271429;299.3714286;295.8757143;301.1;298;69.04;81.98428571;33.51;17.24857143;2.028571429;27.55714286;6.857142857;31.7;23.3;41
1992;31;35;31.12;299.0257143;299.1071429;295.7457143;300.8;297.7;58.8;82.34571429;31.12;17.11428571;1.814285714;27.97142857;6.928571429;32.2;22.8;14.2
1992;32;33;59.22;299.7557143;299.9142857;296.1585714;301.5;297.6;27.1;80.78428571;59.22;17.54714286;2.428571429;28.07142857;6.1;31.7;23.3;16.6
1992;33;30;65.55;299.2157143;299.2214286;296.0071429;301.3;297.8;81.8;82.75;65.55;17.41571429;1.957142857;27.67142857;7.557142857;31.7;22.8;41.9
1992;34;52;68.22;299.4914286;299.7357143;296.2142857;301.9;298.3;61.6;82.31714286;68.22;17.60142857;2.242857143;28.21428571;6.928571429;33.9;24.4;42.7
1992;35;59;27.7;300.0671429;300.1571429;296.0571429;302.2;298.1;28.9;78.86428571;27.7;17.45857143;2.428571429;28.27142857;6.828571429;32.2;23.9;3.1
1992;36;67;61.55;300.1085714;300.1571429;296.1757143;302;298.4;34.36;79.20428571;61.55;17.56428571;2.2;28.72857143;7.485714286;34.4;24.4;6.5
1992;37;65;21.34;299.7271429;299.7571429;295.9371429;302.2;298.2;87.2;79.93;21.34;17.35285714;2.028571429;28.02857143;6.542857143;32.2;23.9;23.6
1992;38;74;41.32;299.9785714;300.0714286;296.1114286;302.2;298.4;32.6;79.52571429;41.32;17.54142857;2.342857143;28.14285714;7.085714286;32.8;23.9;28.9
1992;39;70;95.55;299.2928571;299.3785714;296.2814286;301.4;297.9;116.79;83.7;95.55;17.75142857;2.042857143;27.55714286;7.242857143;32.8;23.3;60.9
1992;40;61;97.7;299.6242857;299.7071429;296.13;302.3;297.6;34.2;81.29714286;97.7;17.60428571;2.3;27.97142857;7.228571429;33.3;23.3;22.6
1992;41;53;23.1;300.2671429;300.3285714;296.4242857;302.8;298.3;19.4;79.73714286;23.1;17.89714286;3.257142857;28.88571429;7.8;35;23.9;0
1992;42;76;18.95;300.1185714;300.2285714;295.8928571;302.6;297.7;11.3;77.83428571;18.95;17.30857143;2.971428571;29.15714286;7.114285714;33.3;25;8
1992;43;61;12.18;299.8485714;299.9142857;295.6457143;301.6;298.4;21.5;77.87571429;12.18;17.04428571;2.514285714;28.65714286;7.457142857;32.8;23.9;11.9
1992;44;57;80.58;299.8028571;299.8428571;295.8057143;302.3;297;25;78.91;80.58;17.24714286;3.028571429;28.67142857;7.285714286;33.3;23.9;18.6
1992;45;44;64;299.8071429;299.85;296.27;301.5;298.5;27.7;81.05285714;64;17.73;2.071428571;28.38571429;7.7;33.3;22.2;14.2
1992;46;34;40.06;299.0414286;299.2071429;295.0742857;300.9;297.4;31.72;79.01285714;40.06;16.48142857;2.414285714;27.54285714;6.842857143;31.7;22.8;161
1992;47;47;43.44;298.3428571;298.2857143;294.6528571;300.6;296.6;49.97;80.25571429;43.44;16.06714286;1.828571429;26.68571429;7;31.1;22.2;26.1
1992;48;60;47.42;298.6642857;298.7428571;296.0414286;301.1;296.9;128.1;85.58714286;47.42;17.52857143;2;27.4;6.771428571;32.8;23.3;46.3
1992;49;60;53.73;298.46;298.55;295.2528571;300.6;297;54.8;82.64857143;53.73;16.67857143;1.928571429;26.62857143;7.242857143;31.1;22.2;62.6
1992;50;53;86.28;298.7342857;298.9142857;294.65;300.5;297.5;19.23;78.31142857;86.28;16.02428571;2.114285714;26.91428571;7.185714286;31.1;22.2;9.4
1992;51;36;0;298.2857143;298.5071429;293.8285714;300.7;296.4;24.94;76.66142857;0;15.25142857;2.642857143;26.68571429;8.385714286;32.2;21.7;47.5
1992;52;31;0;297.1728571;297.35;292.8;299.1;296.1;23.8;76.75714286;0;14.32428571;1.928571429;25.91428571;6.485714286;29.4;21.7;5.5
1993;1;32;46.79;297.4671429;297.55;294.15;299.4;296.1;41.9;81.87857143;46.79;15.52;1.9;25.87142857;6.5;30.6;21.7;28
1993;2;28;0;297.3314286;297.3428571;293.0685714;299.2;296.2;27.5;77.14428571;0;14.46714286;1.714285714;24.5;7.042857143;28.3;20.6;23.5
1993;3;33;0;297.4014286;297.6285714;293.0757143;299.5;296.2;11.2;76.98428571;0;14.49;2.2;24.85714286;7.128571429;30;20;6.6
1993;4;33;0;296.9671429;297.1285714;292.8414286;299.2;295.5;21.8;77.86285714;0;14.30714286;2.085714286;24.4;6.1;28.9;20;15.2
1993;5;35;75.97;297.6242857;297.6857143;294.0328571;300.4;295.6;26.3;80.61;75.97;15.45285714;2.085714286;26.67142857;7.642857143;31.7;19.4;9.4
1993;6;22;0;296.5942857;296.8;292.8714286;299.7;294.7;14.3;79.82571429;0;14.38571429;2.342857143;25.42857143;6.742857143;30;20.6;2.1
1993;7;13;14.71;297.76;297.9714286;293.3428571;299.6;296.4;7.2;76.53285714;14.71;14.75285714;2.485714286;26.27142857;8.1;31.7;20.6;2.8
1993;8;13;0;296.7685714;296.8714286;292.3014286;300.1;294.6;21.5;76.21714286;0;13.82714286;2.771428571;25.7;7.3;32.2;20.6;5.5
1993;9;21;0;297.0142857;297.2428571;291.9114286;299.7;295.2;1.8;73.22571429;0;13.49428571;2.8;25.57142857;8.157142857;30;21.1;2.3
1993;10;17;0;296.4257143;296.6428571;290.7757143;298.9;294.1;2.7;70.64571429;0;12.58285714;2.485714286;24.9;7.614285714;29.4;19.4;2.5
1993;11;11;9.68;297.8557143;298.0142857;293.6928571;300.4;295.5;10.5;77.78428571;9.68;15.06428571;2.685714286;26.92857143;8.471428571;33.3;21.1;0.5
1993;12;8;27;297.5857143;297.6714286;293.2228571;299.8;296.3;13;76.84857143;27;14.64857143;2.257142857;26.14285714;7.528571429;31.1;20.6;12.8
1993;13;8;0;297.34;297.4428571;293.8128571;299.4;295.7;20.27;80.79571429;0;15.2;2.142857143;26.88571429;7.628571429;32.8;22.2;4.1
1993;14;6;7.49;297.7457143;297.8928571;293.7528571;300.1;296.2;14.2;78.56428571;7.49;15.16285714;2.357142857;27.2;7.714285714;32.8;21.1;4.6
1993;15;6;19.74;298.0128571;298;294.0657143;300.1;295.9;23.2;78.96142857;19.74;15.5;3.057142857;27.07142857;7.785714286;33.3;22.2;11.7
1993;16;7;114.85;297.5285714;297.7428571;294.0728571;300.1;294.5;63.49;81.27142857;114.85;15.48857143;2.771428571;25.87142857;7.442857143;31.1;21.7;8.4
1993;17;12;33.35;298.5914286;298.6928571;295.1942857;300.4;297;34.3;81.65571429;33.35;16.59714286;2.471428571;27.48571429;8.385714286;32.8;22.2;28.3
1993;18;17;37.35;298.1528571;298.1857143;295.26;300.1;296.9;40.7;84.08142857;37.35;16.65857143;1.857142857;26.94285714;6.271428571;32.2;22.2;114.3
1993;19;10;34.9;297.6714286;297.6928571;294.8471429;300.4;296.1;142.4;84.52142857;34.9;16.26714286;2.5;26.47142857;6;31.1;22.8;18.3
1993;20;10;14.84;298.6042857;298.7214286;295.3242857;301.2;296.4;55.67;82.43571429;14.84;16.85714286;2.214285714;28.22857143;7.228571429;33.9;23.3;4.6
1993;21;18;78.17;299.3642857;299.3785714;296.6757143;301.8;297.6;100.2;85.39857143;78.17;18.18571429;2.271428571;28.94285714;7.228571429;33.9;23.3;32.1
1993;22;19;62.2;298.8442857;298.9142857;296.4514286;301.4;297.3;93.2;86.9;62.2;17.95142857;1.914285714;27.64285714;5.885714286;31.1;22.8;58.3
1993;23;12;8.48;300.6585714;300.7357143;296.9785714;302.8;298.5;20.2;80.61571429;8.48;18.49142857;2.642857143;29.9;7.385714286;34.4;25;1.3
1993;24;22;30.65;299.1842857;299.2642857;295.7428571;301;297.7;55.5;81.49285714;30.65;17.13;2.1;27.72857143;6.785714286;32.2;23.3;57.9
1993;25;12;93.75;299.5214286;299.4928571;296.2942857;301.8;297.5;74;82.60857143;93.75;17.71285714;1.957142857;27.34285714;6.971428571;33.3;22.2;60.4
1993;26;21;8.49;299.7042857;299.8428571;296.51;301.6;298.2;27.5;82.83285714;8.49;17.92285714;2;28.84285714;5.871428571;32.8;25;7.2
